192.168.50.86:0	103.127.18.86-103.127.18.86(0:0)
192.168.50.85:0	103.127.18.85-103.127.18.85(0:0)
192.168.50.84:0	103.127.18.84-103.127.18.84(0:0)
192.168.50.83:0	103.127.18.83-103.127.18.83(0:0)
192.168.50.82:0	103.127.18.82-103.127.18.82(0:0)
192.168.50.81:0	103.127.18.81-103.127.18.81(0:0)
192.168.50.80:0	103.127.18.80-103.127.18.80(0:0)
192.168.50.79:0	103.127.18.79-103.127.18.79(0:0)
192.168.50.78:0	103.127.18.78-103.127.18.78(0:0)
192.168.50.77:0	103.127.18.77-103.127.18.77(0:0)
192.168.50.76:0	103.127.18.76-103.127.18.76(0:0)
192.168.50.75:0	103.127.18.75-103.127.18.75(0:0)
192.168.50.74:0	103.127.18.74-103.127.18.74(0:0)
192.168.50.73:0	103.127.18.73-103.127.18.73(0:0)
192.168.50.72:0	103.127.18.72-103.127.18.72(0:0)
192.168.50.71:0	103.127.18.71-103.127.18.71(0:0)
192.168.50.70:0	103.127.18.70-103.127.18.70(0:0)
192.168.50.69:0	103.127.18.69-103.127.18.69(0:0)
192.168.50.68:0	103.127.18.68-103.127.18.68(0:0)
192.168.50.67:0	103.127.18.67-103.127.18.67(0:0)
192.168.50.66:0	103.127.18.66-103.127.18.66(0:0)
192.168.50.65:0	103.127.18.65-103.127.18.65(0:0)
192.168.50.64:0	103.127.18.64-103.127.18.64(0:0)
192.168.50.63:0	103.127.18.63-103.127.18.63(0:0)
192.168.50.62:0	103.127.18.62-103.127.18.62(0:0)
192.168.50.61:0	103.127.18.61-103.127.18.61(0:0)
192.168.50.60:0	103.127.18.60-103.127.18.60(0:0)
192.168.50.59:0	103.127.18.59-103.127.18.59(0:0)
192.168.50.58:0	103.127.18.58-103.127.18.58(0:0)
192.168.50.57:0	103.127.18.57-103.127.18.57(0:0)
192.168.50.56:0	103.127.18.56-103.127.18.56(0:0)
192.168.50.55:0	103.127.18.55-103.127.18.55(0:0)
192.168.50.54:0	103.127.18.54-103.127.18.54(0:0)
192.168.50.53:0	103.127.18.53-103.127.18.53(0:0)
192.168.50.52:0	103.127.18.52-103.127.18.52(0:0)
192.168.50.51:0	103.127.18.51-103.127.18.51(0:0)
192.168.50.50:0	103.127.18.50-103.127.18.50(0:0)
192.168.50.49:0	103.127.18.49-103.127.18.49(0:0)
192.168.50.48:0	103.127.18.48-103.127.18.48(0:0)
192.168.50.47:0	103.127.18.47-103.127.18.47(0:0)
192.168.50.46:0	103.127.18.46-103.127.18.46(0:0)
192.168.12.26:0	103.127.18.45-103.127.18.45(0:0)
192.168.13.9:0	103.127.18.44-103.127.18.44(0:0)
192.168.12.28:0	103.127.18.43-103.127.18.43(0:0)
192.168.50.42:0	103.127.18.42-103.127.18.42(0:0)
192.168.13.5:0	103.127.18.41-103.127.18.41(0:0)
192.168.13.100:0	103.127.18.40-103.127.18.40(0:0)
192.168.13.30:0	103.127.18.39-103.127.18.39(0:0)
192.168.12.27:0	103.127.18.38-103.127.18.38(0:0)
192.168.13.22:0	103.127.18.15-103.127.18.15(0:0)
192.168.13.31:0	103.127.18.20-103.127.18.20(0:0)
192.168.12.22:0	103.127.18.25-103.127.18.25(0:0)
192.168.12.23:0	103.127.18.16-103.127.18.16(0:0)
192.168.12.16:0	103.127.18.31-103.127.18.31(0:0)
192.168.12.13:0	103.127.18.30-103.127.18.30(0:0)
0.0.0.0:32501	103.127.18.105-103.127.18.105(25:25)
0.0.0.0:32501	103.127.18.105-103.127.18.105(25:25)
0.0.0.0:32501	103.127.18.105-103.127.18.105(25:25)
0.0.0.0:443	103.127.18.105-103.127.18.105(443:443)
0.0.0.0:443	103.127.18.105-103.127.18.105(443:443)
0.0.0.0:443	103.127.18.105-103.127.18.105(443:443)
0.0.0.0:80	103.127.18.105-103.127.18.105(80:80)
0.0.0.0:80	103.127.18.105-103.127.18.105(80:80)
0.0.0.0:80	103.127.18.105-103.127.18.105(80:80)
0.0.0.0:32501	103.127.18.105-103.127.18.105(2525:2525)
0.0.0.0:32501	103.127.18.105-103.127.18.105(2525:2525)
0.0.0.0:32501	103.127.18.105-103.127.18.105(2525:2525)
0.0.0.0:8282	103.127.18.105-103.127.18.105(8282:8282)
0.0.0.0:8282	103.127.18.105-103.127.18.105(8282:8282)
0.0.0.0:8282	103.127.18.105-103.127.18.105(8282:8282)
